WP_005276651.1	iCN900.CD630_08680	42.3	52	30	0	10	61	7	58	2.2e-06	48.1
WP_005276651.1	iYO844.BSU33370	52.3	44	21	0	11	54	8	51	2.9e-06	47.8
WP_005292595.1	iYL1228.KPN_00103	37.5	64	36	1	2	61	4	67	4.7e-06	48.1
WP_005292595.1	STM_v1_0.STM0137	37.9	58	32	1	2	55	4	61	5.2e-05	44.7
WP_005293770.1	iSynCJ816.SGL_RS16080	34.2	76	48	1	1	74	1	76	1.2e-07	53.5
WP_005322319.1	iLJ478.TM1415	28.6	196	131	3	54	248	3	190	4.6e-19	92.4
WP_005322319.1	iAF987.Gmet_0697	29.9	197	134	3	54	248	29	223	6.1e-19	92.0
WP_005322406.1	iAF987.Gmet_2999	33.9	118	75	1	3	117	8	125	6.8e-16	81.6
WP_005322425.1	iEK1008.Rv3257c	64.1	448	159	2	7	453	8	454	2.1e-162	569.3
WP_005322524.1	iEK1008.Rv3275c	67.3	159	52	0	2	160	7	165	2.5e-52	202.2
WP_005322533.1	iEK1008.Rv1237	45.2	261	139	2	13	272	16	273	1.6e-56	216.9
WP_005322668.1	iYO844.BSU32750	45.8	332	169	4	11	335	2	329	1.9e-75	280.0
WP_005322668.1	iYS854.USA300HOU_RS02325	55.2	248	111	0	11	258	2	249	8.2e-74	274.6
WP_005322668.1	iJN1463.PP_0114	46.7	315	163	4	11	322	2	314	5.9e-72	268.5
WP_005322668.1	iML1515.b0199	54.9	244	110	0	11	254	2	245	7.2e-70	261.5
WP_005322668.1	iSbBS512_1146.SbBS512_E0193	54.9	244	110	0	11	254	2	245	7.2e-70	261.5
WP_005322668.1	iSDY_1059.SDY_0218	54.9	244	110	0	11	254	2	245	7.2e-70	261.5
WP_005322668.1	iSSON_1240.SSON_0213	54.9	244	110	0	11	254	2	245	7.2e-70	261.5
WP_005322668.1	iYS854.USA300HOU_RS04405	52.2	247	118	0	11	257	2	248	9.4e-70	261.2
WP_005322668.1	iSF_1195.SF0190	54.9	244	110	0	11	254	2	245	1.6e-69	260.4
WP_005322668.1	iYL1228.KPN_00213	53.7	244	113	0	11	254	2	245	2.1e-69	260.0
WP_005322668.1	STM_v1_0.STM0247	54.5	244	111	0	11	254	2	245	2.1e-69	260.0
WP_005322668.1	iPC815.YPO1073	53.3	244	114	0	11	254	2	245	2.3e-68	256.5
WP_005322688.1	iEK1008.Rv3410c	57.9	392	132	4	6	385	3	373	3.8e-120	428.7
WP_005322690.1	iEK1008.Rv3411c	67.5	505	161	1	1	505	25	526	7.3e-196	680.6
WP_005322735.1	iEK1008.Rv3436c	59.0	631	244	5	1	623	1	624	3.5e-208	721.8
WP_005322769.1	iEK1008.Rv0733	59.7	181	73	0	1	181	1	181	6.0e-60	227.6
WP_005322772.1	iCHOv1.100769920	25.3	439	262	12	72	495	108	495	1.4e-29	128.3
WP_005322772.1	iMM1415.74754	24.7	437	267	12	72	495	122	509	1.3e-27	121.7
WP_005322860.1	iEK1008.Rv1282c	42.1	285	163	1	44	326	1	285	3.0e-57	219.5
WP_005322864.1	iEK1008.Rv0684	72.6	707	186	3	1	706	1	700	1.9e-306	1048.5
WP_005322868.1	iCN900.CD630_01020	24.7	178	116	5	80	245	90	261	2.3e-04	43.5
WP_005322871.1	iYS854.USA300HOU_RS05365	31.6	177	111	4	18	191	6	175	7.4e-14	74.7
WP_005322922.1	iYL1228.KPN_04329	41.4	232	125	2	7	227	19	250	5.5e-42	168.3
WP_005322922.1	iML1515.b3833	40.1	232	128	2	7	227	19	250	1.6e-41	166.8
WP_005322922.1	iSbBS512_1146.SbBS512_E4305	40.1	232	128	2	7	227	19	250	1.6e-41	166.8
WP_005322922.1	iSDY_1059.SDY_3910	40.1	232	128	2	7	227	19	250	1.6e-41	166.8
WP_005322922.1	iSF_1195.SF3911	40.1	232	128	2	7	227	19	250	1.6e-41	166.8
WP_005322922.1	iSSON_1240.SSON_4008	40.1	232	128	2	7	227	19	250	1.6e-41	166.8
WP_005322922.1	STM_v1_0.STM3970	39.2	232	130	2	7	227	19	250	6.1e-41	164.9
WP_005322922.1	iPC815.YPO3781	40.5	232	127	2	7	227	19	250	6.1e-41	164.9
WP_005322922.1	iJN1463.PP_5011	38.8	232	131	2	8	228	25	256	2.3e-40	162.9
WP_005322922.1	iYS854.USA300HOU_RS07520	37.1	232	138	2	4	227	2	233	5.7e-39	158.3
WP_005322922.1	iCN718.ABAYE_RS17020	40.8	233	125	4	7	227	83	314	4.8e-38	155.2
WP_005322922.1	iAF987.Gmet_1167	36.6	235	137	3	6	229	24	257	2.4e-37	152.9
WP_005322958.1	iSynCJ816.SGL_RS04625	36.7	199	114	3	1	190	18	213	5.9e-28	121.7
WP_005322958.1	iYO844.BSU30760	35.8	204	120	3	6	200	4	205	2.2e-27	119.8
WP_005322958.1	STM_v1_0.STM2862	34.5	232	137	5	1	220	1	229	2.2e-27	119.8
WP_005322958.1	iNF517.LLMG_RS05770	34.5	194	117	2	5	190	1	192	5.0e-27	118.6
WP_005322958.1	iPC815.YPO2060	35.0	223	127	5	5	223	4	212	6.5e-27	118.2
WP_005322958.1	iYL1228.KPN_02373	35.0	223	127	6	5	223	4	212	7.2e-26	114.8
WP_005322958.1	iAF692.Mbar_A2262	30.6	235	140	5	3	220	2	230	2.1e-25	113.2
WP_005322958.1	iAF987.Gmet_0492	38.4	203	110	6	1	190	1	201	2.7e-25	112.8
WP_005322958.1	iSF_1195.SF1867	34.1	223	129	6	5	223	4	212	4.6e-25	112.1
WP_005322958.1	iLJ478.TM0191	33.6	217	125	3	5	209	1	210	4.6e-25	112.1
WP_005322958.1	iML1515.b1858	34.1	223	129	6	5	223	4	212	6.1e-25	111.7
WP_005322958.1	iSDY_1059.SDY_1145	34.1	223	129	6	5	223	4	212	6.1e-25	111.7
WP_005322958.1	iSSON_1240.SSON_1283	34.1	223	129	6	5	223	4	212	6.1e-25	111.7
WP_005322958.1	iSbBS512_1146.SbBS512_E0954	34.1	223	129	6	5	223	4	212	1.0e-24	110.9
WP_005322958.1	iPC815.YPO2440	31.3	233	141	4	4	219	9	239	1.0e-24	110.9
WP_005322958.1	iYS854.USA300HOU_RS08305	32.2	233	143	5	3	223	8	237	1.4e-24	110.5
WP_005322961.1	iEK1008.Rv0542c	41.4	353	193	7	34	375	7	356	9.6e-60	228.0
WP_005322998.1	iEK1008.Rv0512	63.5	323	118	0	1	323	3	325	2.0e-114	409.5
WP_005323030.1	iEK1008.Rv0489	69.5	243	74	0	4	246	5	247	5.7e-93	337.8
WP_005323060.1	iEK1008.Rv0478	34.9	129	71	4	21	144	43	163	7.2e-07	51.2
WP_005323073.1	iAF987.Gmet_2395	45.7	245	132	1	1	244	7	251	6.5e-65	244.6
WP_005323086.1	iML1515.b2039	60.9	281	107	1	2	279	5	285	9.6e-97	350.5
WP_005323086.1	iSF_1195.SF2102	60.4	283	105	2	2	279	5	285	2.1e-96	349.4
WP_005323086.1	iEK1008.Rv0334	61.6	281	106	1	1	279	1	281	2.8e-96	349.0
WP_005323086.1	iNF517.LLMG_RS01090	60.3	282	109	2	1	279	1	282	1.1e-95	347.1
WP_005323086.1	iSDY_1059.SDY_2206	60.1	283	106	2	2	279	5	285	2.4e-95	345.9
WP_005323086.1	iJN1463.PP_1783	59.6	282	111	2	2	280	4	285	3.1e-95	345.5
WP_005323086.1	iSbBS512_1146.SbBS512_E1194	59.7	283	107	2	2	279	5	285	4.0e-95	345.1
WP_005323086.1	STM_v1_0.STM2095	60.1	281	109	1	2	279	5	285	9.0e-95	344.0
